"OBJECTID","PITID","KST","ANLAG_OBJN","AKTENZEICH","STANDORT_N","KENNZEICHE","NAME_NUMBE","NAME_BEZIR","NAME","GEFAELLT","LAUFENDE_N","ART_BOTANI","ART_DEUTSC","STAMMUMFAN","KRONNENDUR","BAUMHOEHE","ZUSATZ","ERSTERFASS","REGEL_KONT","EAST","NORTH","FAELLDATUM","NAME_D","MESS_ART","MESS_DATUM","VITALITAET"
"29","00008100:000c08d4","1110","360","II 20 62","8770","0360-","Südsee-Gebiet","Bezirk 02","Parkanlage (PA)","0.0","1","Quercus robur","Stiel-Eiche","166","0","11","","0.0","20210723000000","603683.93","5788261.71","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","mittelstark geschädigt, 26-60%"
"30","00008100:000c08d5","1110","360","II 20 62","8760","0360-","Südsee-Gebiet","Bezirk 02","Parkanlage (PA)","0.0","1","Salix alba","Silber-Weide","210","0","17","","0.0","20210723000000","603708.18","5788266.39","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"31","00008100:000c08d6","1110","360","II 20 62","8750","0360-","Südsee-Gebiet","Bezirk 02","Parkanlage (PA)","0.0","1","Fraxinus excelsior","Gemeine Esche","132","0","17","","0.0","20210723000000","603717.08","5788265.68","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"32","00008100:000c08d7","1110","360","II 20 62","8740","0360-","Südsee-Gebiet","Bezirk 02","Parkanlage (PA)","0.0","1","Salix caprea","Sal-Weide","247","0","17","","0.0","20210723000000","603721.59","5788266.52","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"33","00008100:000c08d8","1110","360","II 20 62","8800","0360-","Südsee-Gebiet","Bezirk 02","Parkanlage (PA)","0.0","1","Quercus palustris","Sumpf-Eiche","86","0","13","","0.0","20210723000000","603658.83","5788261.75","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","ohne oder kaum Schadmerkmale, 0-10%"
"34","00008100:000c08d9","1110","360","II 20 62","8720","0360-","Südsee-Gebiet","Bezirk 02","Parkanlage (PA)","0.0","1","Fraxinus excelsior","Gemeine Esche","114","0","16","","0.0","20210723000000","603727.49","5788265.25","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"35","00008100:000c08da","1110","360","II 20 62","8730","0360-","Südsee-Gebiet","Bezirk 02","Parkanlage (PA)","0.0","1","Betula pendula","Sand-Birke","70","0","8","","0.0","20210723000000","603724.68","5788265.13","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","abgestorben"
"36","00008100:00041553","1110","2053","IV 10 123","590","2053-","Bevenroder Str. - samt Wendeschleife","Bezirk 04","Straßengrün (SG)","0.0","1","Acer platanoides","Spitz-Ahorn","91","0","9","","0.0","20200903000000","606985.57","5795736.93","0.0","Straßenbaum","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"37","00008100:000410d9","1110","2053","IV 10 123","610","2053-","Bevenroder Str. - samt Wendeschleife","Bezirk 04","Straßengrün (SG)","0.0","1","Acer platanoides","Spitz-Ahorn","109","0","12","","0.0","20200903000000","606991.41","5795754.42","0.0","Straßenbaum","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"38","00008100:0004154e","1110","2053","IV 10 123","620","2053-","Bevenroder Str. - samt Wendeschleife","Bezirk 04","Straßengrün (SG)","0.0","1","Acer pseudoplatanus","Berg-Ahorn","103","0","13","","0.0","20190904000000","606997.4","5795771.6","0.0","Straßenbaum","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"39","00008100:0004154d","1110","2053","IV 10 123","640","2053-","Bevenroder Str. - samt Wendeschleife","Bezirk 04","Straßengrün (SG)","0.0","1","Acer pseudoplatanus","Berg-Ahorn","84","0","10","","0.0","20200903000000","607003.09","5795788.85","0.0","Straßenbaum","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"40","00008100:00041546","1110","2053","IV 10 123","670","2053-","Bevenroder Str. - samt Wendeschleife","Bezirk 04","Straßengrün (SG)","0.0","1","Acer platanoides","Spitz-Ahorn","135","0","12","","0.0","20200903000000","607017.46","5795848.5","0.0","Straßenbaum","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"41","00008100:00041542","1110","2053","IV 10 123","700","2053-","Bevenroder Str. - samt Wendeschleife","Bezirk 04","Straßengrün (SG)","0.0","1","Populus nigra 'Italica'","Pyramiden-Pappel","204","0","20","","0.0","20190905000000","607024.54","5795867.54","0.0","Straßenbaum","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"42","00008100:00fa66ba","0","0","KGV 0 34","20","2495-","Am Lehmanger KGV, 2495","Kleingartenverein","Kleingartenverein, Zust. 67.3 (KV)","0.0","1","Betula pendula","Sand-Birke","153","0","13","","0.0","20190809000000","602474.57","5789542.7","0.0","Einzelbäume (Solitärfunktion)","","","ohne oder kaum Schadmerkmale, 0-10%"
"43","00008100:00fa66bc","0","0","KGV 0 34","40","2495-","Am Lehmanger KGV, 2495","Kleingartenverein","Kleingartenverein, Zust. 67.3 (KV)","0.0","1","Betula pendula","Sand-Birke","181","0","14","","0.0","20190809000000","602461.03","5789569.48","0.0","Einzelbäume (Solitärfunktion)","","","schwach geschädigt, 11-25%"
"44","00008100:00fa66bb","0","0","KGV 0 34","30","2495-","Am Lehmanger KGV, 2495","Kleingartenverein","Kleingartenverein, Zust. 67.3 (KV)","0.0","1","Betula pendula","Sand-Birke","214","0","15","","0.0","20180529000000","602473.78","5789567.79","0.0","Einzelbäume (Solitärfunktion)","","","ohne oder kaum Schadmerkmale, 0-10%"
"45","00008100:01038df6","0","0","KGV 0 10","20","2471-","Am Bortfelder Stieg KGV","Kleingartenverein","Kleingartenverein, Zust. 67.3 (KV)","0.0","1","Tilia cordata","Winter-Linde","163","0","14","","0.0","20190813000000","601499.24","5792893.04","0.0","Einzelbäume (Solitärfunktion)","","","ohne oder kaum Schadmerkmale, 0-10%"
"46","00008100:01038df7","0","0","KGV 0 10","30","2471-","Am Bortfelder Stieg KGV","Kleingartenverein","Kleingartenverein, Zust. 67.3 (KV)","0.0","1","Prunus serrulata 'Kanzan'","Japanische Zierkirsche","240","0","6","","0.0","20190813000000","601493.86","5792884.27","0.0","Einzelbäume (Solitärfunktion)","","","schwach geschädigt, 11-25%"
"47","00008100:01038df5","0","0","KGV 0 10","10","2471-","Am Bortfelder Stieg KGV","Kleingartenverein","Kleingartenverein, Zust. 67.3 (KV)","0.0","1","Crataegus  species","Weißdorn","93","0","5","","0.0","20190813000000","601507.51","5792894.97","0.0","Einzelbäume (Solitärfunktion)","","","schwach geschädigt, 11-25%"
"48","00008100:00fa66b9","0","0","KGV 0 34","10","2495-","Am Lehmanger KGV, 2495","Kleingartenverein","Kleingartenverein, Zust. 67.3 (KV)","0.0","1","Prunus cerasifera 'Nigra'","Blutpflaume","125","0","5","","0.0","20190809000000","602495.07","5789551.84","0.0","Einzelbäume (Solitärfunktion)","","","schwach geschädigt, 11-25%"
"49","00008100:000807ce","1110","1360","I 10 122","30","1360-","Saarplatz 2, GS Lehndorf","Bezirk 01","Schule (SC)","0.0","1","Salix alba","Silber-Weide","250","0","16","0","0.0","20160731000000","600950.87","5792535.76","0.0","Einzelbäume (Solitärfunktion)","korrig. photogrammetr. Messung, LP 2","1242597600.0","ohne oder kaum Schadmerkmale, 0-10%"
"50","00008100:000807d1","1110","1354","I 10 116","160","1354-","Hannoversche Str. 29","Bezirk 01","Vorbehaltsfläche (VO)","0.0","1","Populus nigra 'Italica'","Pyramiden-Pappel","230","0","24","0","0.0","20150319000000","600993.19","5792141.79","0.0","Einzelbäume (Solitärfunktion)","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"51","00008100:000807d4","1110","1354","I 10 116","130","1354-","Hannoversche Str. 29","Bezirk 01","Vorbehaltsfläche (VO)","0.0","1","Populus nigra 'Italica'","Pyramiden-Pappel","188","0","22","0","0.0","20150319000000","600981.02","5792130.37","0.0","Einzelbäume (Solitärfunktion)","Felderfassung, LP 3","1242597600.0","ohne oder kaum Schadmerkmale, 0-10%"
"52","00008100:000807d6","1110","1354","I 10 116","110","1354-","Hannoversche Str. 29","Bezirk 01","Vorbehaltsfläche (VO)","0.0","1","Populus nigra 'Italica'","Pyramiden-Pappel","210","0","23","0","0.0","20150319000000","600981.92","5792126.96","0.0","Einzelbäume (Solitärfunktion)","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"53","00008100:000807d7","1110","1354","I 10 116","50","1354-","Hannoversche Str. 29","Bezirk 01","Vorbehaltsfläche (VO)","0.0","1","Populus nigra 'Italica'","Pyramiden-Pappel","261","0","22","0","0.0","20150319000000","600983.08","5792119.76","0.0","Einzelbäume (Solitärfunktion)","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"54","00008100:000807d9","1110","1354","I 10 116","20","1354-","Hannoversche Str. 29","Bezirk 01","Vorbehaltsfläche (VO)","0.0","1","Populus nigra 'Italica'","Pyramiden-Pappel","222","0","22","0","0.0","20150319000000","600984.37","5792114.73","0.0","Einzelbäume (Solitärfunktion)","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"55","00008100:000807da","1110","1345","I 10 107","30","1345-","Saarstr./Tangente, Trafo","Bezirk 01","Eingrünung (EG)","0.0","1","Prunus padus","Trauben-Kirsche","64","0","11","0","0.0","20160402000000","601803.45","5792423.69","0.0","Einzelbäume (Solitärfunktion)","Felderfassung, LP 3","1242597600.0","mittelstark geschädigt, 26-60%"
"56","00008100:000807db","1110","1345","I 10 107","50","1345-","Saarstr./Tangente, Trafo","Bezirk 01","Eingrünung (EG)","0.0","1","Prunus avium","Vogel-Kirsche","55","0","12","0","0.0","20160402000000","601804.08","5792426.94","0.0","Einzelbäume (Solitärfunktion)","Felderfassung, LP 3","1242597600.0","ohne oder kaum Schadmerkmale, 0-10%"
"57","00008100:000807dd","1110","1345","I 10 107","20","1345-","Saarstr./Tangente, Trafo","Bezirk 01","Eingrünung (EG)","0.0","1","Prunus padus","Trauben-Kirsche","45","0","9","0","0.0","20160402000000","601802.86","5792421.95","0.0","Einzelbäume (Solitärfunktion)","Felderfassung, LP 3","1242597600.0","stark geschädigt, >60%"
"58","00008100:000807e0","1110","1354","I 10 116","180","1354-","Hannoversche Str. 29","Bezirk 01","Vorbehaltsfläche (VO)","0.0","1","Populus nigra 'Italica'","Pyramiden-Pappel","185","0","24","0","0.0","20150319000000","601005.53","5792146.64","0.0","Einzelbäume (Solitärfunktion)","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"59","00008100:000807e1","1110","1354","I 10 116","170","1354-","Hannoversche Str. 29","Bezirk 01","Vorbehaltsfläche (VO)","0.0","1","Populus nigra 'Italica'","Pyramiden-Pappel","240","0","23","0","0.0","20150319000000","600992.1","5792147.16","0.0","Einzelbäume (Solitärfunktion)","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"60","00008100:00033ea5","1110","1119","I 20 244","320","1119-","Bienroder Weg/Riekestraße/H.-Jasper-Haus, SB","Bezirk 01","Spiel- und Bolzplatz (SB)","0.0","1","Tilia cordata","Winter-Linde","138","0","18","","0.0","20200725000000","605174.73","5795093.66","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"61","00008100:00033ead","1110","1119","I 20 244","510","1119-","Bienroder Weg/Riekestraße/H.-Jasper-Haus, SB","Bezirk 01","Spiel- und Bolzplatz (SB)","0.0","1","Carpinus betulus","Gemeine Hainbuche","53","0","12","","0.0","20200725000000","605222.92","5795128.03","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","ohne oder kaum Schadmerkmale, 0-10%"
"62","00008100:00033eb3","1110","1119","I 20 244","350","1119-","Bienroder Weg/Riekestraße/H.-Jasper-Haus, SB","Bezirk 01","Spiel- und Bolzplatz (SB)","0.0","1","Carpinus betulus","Gemeine Hainbuche","44","0","16","","0.0","20200725000000","605182.82","5795091.81","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"63","00008100:00033edd","1110","1119","I 20 244","330","1119-","Bienroder Weg/Riekestraße/H.-Jasper-Haus, SB","Bezirk 01","Spiel- und Bolzplatz (SB)","0.0","1","Carpinus betulus","Gemeine Hainbuche","60","0","17","","0.0","20200725000000","605177.45","5795095.33","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"64","00008100:000363b5","1110","1664","I 30 186","460","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Acer platanoides","Spitz-Ahorn","76","0","13","","0.0","20210826000000","603953.4","5792499.57","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"65","00008100:000363b7","1110","1664","I 30 186","490","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Acer platanoides","Spitz-Ahorn","112","0","18","","0.0","20200826000000","603957.83","5792503.41","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"66","00008100:000363b9","1110","1664","I 30 186","450","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Acer platanoides","Spitz-Ahorn","129","0","16","","0.0","20180220000000","603951.57","5792498.52","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","ohne oder kaum Schadmerkmale, 0-10%"
"67","00008100:000363bb","1110","1664","I 30 186","440","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Carpinus betulus","Gemeine Hainbuche","86","0","9","","0.0","20210826000000","603949.08","5792497.39","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0",""
"68","00008100:000363c0","1110","1664","I 30 186","420","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Robinia pseudoacacia","Gemeine Robinie","130","0","11","","0.0","20200826000000","603945.89","5792505.42","0.0","Bäume an Wegen in Grünanlagen","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"69","00008100:000363c1","1110","1664","I 30 186","410","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Robinia pseudoacacia","Gemeine Robinie","151","0","10","","0.0","20190827000000","603942.45","5792505.72","0.0","Bäume an Wegen in Grünanlagen","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"70","00008100:000363c3","1110","1664","I 30 186","400","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Robinia pseudoacacia","Gemeine Robinie","164","0","18","","0.0","20190827000000","603943.66","5792507.45","0.0","Bäume an Wegen in Grünanlagen","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"71","00008100:000363c4","1110","1664","I 30 186","390","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Robinia pseudoacacia","Gemeine Robinie","79","0","8","","0.0","20200826000000","603929.62","5792498.3","0.0","Bäume an Wegen in Grünanlagen","korrig. photogrammetr. Messung, LP 2","1242597600.0","schwach geschädigt, 11-25%"
"72","00008100:000363c8","1110","1664","I 30 186","340","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Pterocarya fraxinifolia","Kaukasische Flügelnuß","158","0","19","","0.0","20200826000000","603961.28","5792507.84","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"73","00008100:000363ca","1110","1664","I 30 186","320","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Fraxinus excelsior","Gemeine Esche","111","0","17","","0.0","20200826000000","603970.2","5792502.12","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","mittelstark geschädigt, 26-60%"
"74","00008100:000363cd","1110","1664","I 30 186","310","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Acer pseudoplatanus","Berg-Ahorn","114","0","17","","0.0","20200826000000","603974.2","5792497.46","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"75","00008100:000363d0","1110","1664","I 30 186","350","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Pterocarya fraxinifolia","Kaukasische Flügelnuß","138","0","19","","0.0","20200826000000","603957.87","5792508.34","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"76","00008100:000363d3","1110","1664","I 30 186","280","1664-","Gaußberg mit Denkmal, bis Umflutgraben","Bezirk 01","Parkanlage (PA)","0.0","1","Pterocarya fraxinifolia","Kaukasische Flügelnuß","162","0","21","","0.0","20200826000000","603981.68","5792488.94","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"77","00008100:0003650a","1110","1637","I 30 158","320","1637-","Isoldestraße 60, FöS u. GS, mit Spielger.","Bezirk 01","Schule (SC)","0.0","1","Pinus nigra","Schwarz-Kiefer","79","0","14","","0.0","20190924000000","603805.23","5793713.32","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"78","00008100:0003652b","1110","1621","I 30 143","310","1621-","Gieselerwall vor Neustadtmühlengraben","Bezirk 01","Grünanlage (GA)","0.0","1","Robinia pseudoacacia","Gemeine Robinie","121","0","15","","0.0","20201202000000","603372.19","5790931.52","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
"79","00008100:00036539","1110","1541","I 30 63","310","1541-","Inselwall 11 Löbbeckes Insel","Bezirk 01","Parkanlage (PA)","0.0","1","Acer platanoides","Spitz-Ahorn","75","0","20","","0.0","20180212000000","603312.99","5791985.02","0.0","Bäume an Wegen in Grünanlagen","Felderfassung, LP 3","1242597600.0","schwach geschädigt, 11-25%"
